PK,ticker,Date,category,title,content,Open,High,Low,Close,Adj Close,Volume,label
223,AAPL,27-12-2019,opinion,Apple Hits Another Record High  More To Come ,"Early indications suggest that spending in the holiday period has been strong  Apple  NASDAQ AAPL  products were also widely cited as must have items on Christmas wish lists according to an Evercore ISI survey 
The statistics are strong  Apple  NASDAQ AAPL  jumped 1 6  in the first post Christmas trading session  its third straight session of gains  with December s month to date gains reaching an impressive 7   its 10th winning month this year 
Total gains in Apple  NASDAQ AAPL  this year top 80   compared to the S P 500 s almost 30  increase  Gains in Apple are also well ahead of rivals Amazon  NASDAQ AMZN   which is up 23  across 2019 and Microsoft  NASDAQ MSFT   which is up 55  over the year 
A Year Of 2 Halves
Investors would be forgiven for believing that 2019 would be a much weaker year for the stock after Apple  NASDAQ AAPL  cut its revenue outlook for the first time in 20 years in January and the U S  China trade dispute dragged on  However the mood toward Apple turned notably bullish in the second...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
224,AAPL,27-12-2019,opinion,Bull Of The Day  Spotify  SPOT  ,"Shares of Spotify  NYSE SPOT   SPOT  have surged 35  in the last three months and it crushed Q3 Wall Street estimates  posting surprise positive earnings  Spotify has also continued to expand its paid subscriber base in a crowded streaming music market and focused on new ways to grow 
Spotify s Playlist 
Spotify helped jump start the paid streaming music space back in 2008 that has helped reinvigorate a music industry that long feared illegal downloads would take over  In fact  streaming represents roughly 80  of recorded music sales  according to industry reports  and Spotify is the world s largest streaming music company 
Spotify beat Q3 2019 top and bottom line estimates at the end of October and reported adjusted earnings of   0 41 per share  which destroyed our Zacks estimate that called for a loss of   0 40 per share 
The streaming music powerhouse also posted its 8th consecutive quarter of positive free cash flow  And SPOT saw its total monthly active users jump 30  to 248 million  which outpaced th...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
225,AAPL,27-12-2019,opinion,Here re The Big Winners As Nasdaq Breezes Past 9 000 ,Large to mid cap tech stocks have helped the Nasdaq ratchet up its December gains further  In fact  the tech laden index reached a new psychologically significant level on Dec 26  as several tech stocks head to close the year with best gains in years The Nasdaq closed above the coveted 9 000 mark for the first time ever  ending above 9 022  The index also registered its 11th straight positive run  marking its longest winning streak since 2009  What s more  Nasdaq s winning run had helped notch its longest stretch of all time closing highs since 1997 The Nasdaq had climbed to 8 000 at the close on Aug 27  2018  Since then  two major tech bigwigs  in particular  have helped the index generate a return of 27 5  so far this year  These tech stocks are none other than Microsoft Corporation   NASDAQ MSFT   and Apple Inc    NASDAQ AAPL    Microsoft s new subscription model  Azure  and promising new products generated sizeable cash flows this year  To top it  its gaming segment  including Xbox Live  Game Pass subs...,72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
226,AAPL,27-12-2019,opinion,Stocks Appear To Be Targeting One Thing At This Point  Higher Prices,"S P 500 
Stocks continue to march higher with no end in sight  By many indications  the market is getting extraordinarily overbought  and it worries me for what will come once it decides to turn lower 

However  here is a new thought  If we are entering a period like I think we are beginning  which is the eventual rise to around 3 600 on the S P 500  the path the market is likely to take becomes more linear  and that means pullbacks  and the sharp  and violent moves of the past will dissipate  It means pullbacks will be short lived and in the 2 3  range  and not in the 8 10  range  It will be something that resembles 2017  with no 10  correction  or perhaps a period like 2012 to 2015 






When looking at the chart  it seems apparent that the S P 500 has only one thing in mind  and that is to rise to 3 400  
It also means that the number of stock trading above their 50 and 200 day moving averages will remain more elevated as well  where they peak around 88 to 90   What it means is that the market may stil...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
227,AAPL,27-12-2019,opinion,Biotech Rally Sends Nasdaq To 9000  ETFs In Focus ,"The S P 500 and Nasdaq indexes hit fresh record highs on Dec 26 on U S  China trade deal hopes  The deal is widely expected to be signed in early January  Robust holiday season sales that benefited Amazon com Inc    NASDAQ AMZN    mainly   up 4 45  on Dec 26  and Apple Inc    NASDAQ AAPL    to a large extent   up 1 98  on Dec 26  also helped the indexes  as part of a mighty Santa rally  After all  e commerce sales hit a record high this year 
With this  the Nasdaq hit a milestone of 9 000 on Dec 26  The tech heavy index took less than one and a half year to add 1 000 points as its last milestone of 8 000 was touched on Aug 27  2018 
But if you really want to know the contributors to the latest 1 000 point gain  you would be surprised to see   which the Nasdaq index is renowned of   In fact  biotech companies returned stupendously since late August 2018 
Inside the Performance of Big Tech Stocks Since 8 000 Mark 
Definitely  Apple and Microsoft   NASDAQ MSFT   deserve special thanks for the Nasdaq s perform...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
228,AAPL,27-12-2019,news,Apple is the big stock king even as Wall Street grows wary,Apple is the best performer among the 40 largest U S  stocks this year  but it has seen the biggest increase in analyst sell ratings  according to Bespoke Investment Group Sell ratings on Apple rose this year from zero to five among 44 analysts who cover the company  according to FactSet Analysts who downgraded the stock this year cited concerns about lower iPhone sales next year as well as escalated trade tensions ,72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
229,AAPL,27-12-2019,news,JDI could sell plant to Apple  Sharp   Nikkei,"Japan Display  OTCPK JPDYY OTCPK JNNDF  is in talks to sell its main Hakusan factory in Ishikawa Prefecture to Apple  NASDAQ AAPL  and Sharp  OTCPK HNHAF OTCPK HNHPD   according to Nikkei   
JDI suspended display production at the factory in July because of poor sales  The company hopes selling the facility will help with its turnaround efforts  
Apple and Sharp are reportedly working out how to share stakes in the plant ",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
230,AAPL,27-12-2019,news,Wedbush Says Apple Is Worth Nearly  1 6 Trillion,"Already one of Apple s  NASDAQ AAPL  most bullish Street analysts  Wedbush analyst Daniel Ives put out a research note to investors this week suggesting that Apple s market cap could soon be nearly  1 6 trillion  Ives reiterated his overweight rating  equivalent to a buy  on Apple shares while increasing his price target from  325 to  350 
Based on Apple s 4 4 billion shares outstanding  that price target represents over 20  upside from current levels and would put the company s total valuation at  1 55 trillion 

Bullish on the 5G iPhone
Underpinning the analyst s thesis is the belief that 5G iPhones in 2020 will drive a  supercycle  of upgrades  Apple s iPhone installed base is over 900 million  and Ives believes that 350 million of those handsets are  currently in the window of an upgrade opportunity   Of those  Ives believes that around 200 million iPhone owners will choose to upgrade to a 5G iPhone 
Ives also credits Tim Cook with helping Apple navigate President Trump s trade war with China  as well ...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
231,AAPL,27-12-2019,news,Donations top  30 million for Kyoto Animation arson victims in Japan,"By Kevin Buckland
 Reuters    Donations to Kyoto Animation topped 3 3 billion yen   30 million  to support survivors and bereaved families after an arson attack on the film studio in July killed over 30 people 
A spokesperson for the Kyoto prefecture government confirmed on Friday the total amount raised following the studio s decision this week to close the donation account  Kyodo News reported on the figure earlier 
The man suspected of torching the building had been convicted of robbery and carried out the attack because he believed his novel had been plagiarized  NHK and other media have said  Police have confirmed the identity of the suspect as Shinji Aoba  who doused the entrance of the building with petrol before setting it ablaze  media have said  citing police 
Tributes to the victims lit up social media after the attack  with world leaders and Apple  NASDAQ AAPL  Inc s chief executive offering condolences 
As shock spread over one of the worst cases of mass killing in Japan during the past two de...",72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
232,AAPL,27-12-2019,news,Tech stocks are poised to close out their best year in a decade  propelled by Apple and AMD,The technology subindex in the S P 500 has climbed 48  in 2019  putting it on pace for its best year since 2009 AMD has been the biggest gainer in group this year  climbing 153  Apple  the most valuable publicly traded U S  company  has gained 84   also headed for its best performance in a decade ,72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
233,AAPL,27-12-2019,news,Stocks making the biggest moves premarket  Apple  Boeing  Tesla   more,Check out the companies making headlines before the bell Anixter International   Anixter continues to be the subject of a bidding war  with Wesco International increasing its bid for the networking equipment maker to  93 50 per share in cash and stock  Wesco   a maker of industrial products   had bid  90 per share earlier in the week  just after Anixter had agreed to an  86 50 per share sweetened offer from private equity firm Clayton Dubilier   Rice Apple   Apple and Japan s Sharp Corp  are considering the purchase of Japan Display s primary smartphone screen factory for up to  820 million  according to Japan s Nikkei business daily Comcast   Comcast is in talks to buy video streaming company Xumo  according to people familiar with the matter who spoke to the Wall Street Journal  The possible purchase comes ahead of the NBCUniversal parent s planned launch of its Peacock streaming service Boeing   Boeing said general counsel Michael Luttig will retire at the end of the year  He had been appointed in May t...,72.779999,73.4925,72.029999,72.449997,71.095383,146266000,0
234,AAPL,26-12-2019,opinion,Nasdaq Hits 9 000 For The First Time  ETFs To Benefit ,"Optimism has been sweeping the broader market since mid October  when the United States and China announced the phase one trade deal  after months of wrangling  The S P 500 and the Nasdaq have hit several highs in this process 
And as soon as the Santa rally kicked in  the tech heavy Nasdaq index hit the 9000 mark on Dec 26  backed by Amazon   NASDAQ AMZN    Apple   NASDAQ AAPL   and trade deal hopes  The Nasdaq index has now logged its 11th straight positive return  marking     
Inside the Drivers 
  holiday retail sales surged 3 4   with online sales jumping 18 8   marking a  than last year  E commerce sales accounted for about of total retail  Amazon reported record holiday sales this year  Its shares gained 4 5  on Boxing Day  while Apple  another beneficiary of Holiday season 2019  added more than 1 9  
Apple deserves a special mention here  Notably  a slew of new gadgets  solid demand for AirPods and iPhone 11 may boost the tech behemoth s earnings in the fourth quarter  Hopes of an imminent U S Sino...",71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
235,AAPL,26-12-2019,opinion,The Zacks Analyst Blog Highlights  Apple  Microsoft  Visa  Walgreens And Amazon,For Immediate ReleaseChicago  IL  December 26  2019   Zacks com announces the list of stocks featured in the Analyst Blog  Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets  Stocks recently featured in the blog include  Apple Inc    NASDAQ AAPL    Microsoft Corporation   NASDAQ MSFT    Visa Inc    NYSE V    Walgreens Boots Alliance  Inc    NASDAQ WBA   and Amazon com  Inc    NASDAQ AMZN   Here are highlights from Tuesday s Analyst Blog Best and Worst Dow Stocks as 2019 Winds to a CloseWhile 2018 was a bad year for the Dow Jones  the same cannot be said about 2019  In fact  it s been quite the opposite  Yes  some may argue that there have been some hiccups along the way  Thanks to inverted yield curves and trade tensions  the Dow did face a lot of gyrations  But still  the blue chip index held through it  and eventually posted encouraging gains  In fact  the Dow steered past the coveted 28 000 mark for the first time in its 120 year hi...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
236,AAPL,26-12-2019,opinion,4 Payment Stocks To Gain From Strong Online Sales Growth,Companies involved in the online payment processing ecosystem look poised for gains from the most recent holiday retail sales  which saw an online surge  Low unemployment levels  increase in wages and solid consumer confidence have spurred holiday sales this time Per a report by Mastercard  one of the leading payment processor companies having a worldwide payment network  e commerce in the United States hit a record high this year Often online payments are made via debit or credit cards  from bank accounts or through contactless methods  The proliferation of technology has led to an increase in e commerce in recent years  which in turn have boost digital payments  This growing trend of online shopping places the companies in this space for strong growth and thus investing in them seems a good option Year to date  the payments   has gained 45  year to date compared with the Zacks S P composite s rise of 27 2  Surge in E commerceAccording to Mastercard s data tracking retail sales from Nov 1  2019 through Ch...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
237,AAPL,26-12-2019,opinion,The Zacks Analyst Blog Highlights  Microsoft  Apple  Alphabet  IBM And Intel,For Immediate ReleaseChicago  IL  December 27  2019   Zacks com announces the list of stocks featured in the Analyst Blog  Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets  Stocks recently featured in the blog include  Microsoft   NASDAQ MSFT    Apple   NASDAQ AAPL    Alphabet   NASDAQ GOOGL    IBM   NYSE IBM   and Intel   NASDAQ INTC   Here are highlights from Thursday s Analyst Blog 5 Most Environment Friendly Tech Stocks of 2019Climate change has become a pressing concern in recent years as we continue the pay the price for rising carbon footprint that has led to adversities like heatwaves  increasing sea levels  forest fires and accelerated natural resource depletion Sustainable practices to reduce greenhouse gas emissions and limit warming to 1 5 degrees Celsius by the end of this century are undoubtedly a priority for most industries  The technology sector is helping many companies  including themselves  to reduce carbon footpr...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
238,AAPL,26-12-2019,opinion,4 Best Healthcare Mutual Funds Of 2019,The healthcare sector is often treated as a safe haven by mutual fund investors  The sector s decent performance despite market gyrations and higher dividend yields make it a lucrative option for investors seeking both stability and steady gains  Let us thus take a look some mutual funds from the space that performed well this year Healthcare Has Fared Well So Far in 2019 The U S  healthcare sector has put up a decent performance so far this year  The Health Care Select Sector SPDR Fund  XLV  has gained 19  on a year to date basis  which is a reflection of various activities going on in the healthcare space Of course  the nature of products and services provided by the sector is a major reason behind the sector s impressive growth so far this year  After all  demand for drugs  medical services and intensive care doesn t wane even in times of economic downturns IPOs  M As and FDA Approvals Boost HealthcareHowever  carefully considering the underlying factors that pushed the sector  one will note a record nu...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
239,AAPL,26-12-2019,opinion,As 2019 Winds Up  Here re The Best   Worst Dow Stocks,While 2018 was a bad year for the Dow Jones  the same cannot be said about 2019  In fact  it s been quite the opposite  Yes  some may argue that there have been some hiccups along the way  Thanks to inverted yield curves and trade tensions  the Dow did face a lot of gyrations  But still  the blue chip index held through it  and eventually posted encouraging gains  In fact  the Dow steered past the coveted 28 000 mark for the first time in its 120 year history on Nov 15  read more    We should remember that the Dow plunged around 12  during the last three months of 2018  However  the Dow recouped such losses and gained 22  so far this year  Progress toward a January trade agreement between the United States and China  the USMCA trade deal to replace NAFTA and promising domestic economic reports helped the Dow walk away with some solid gains in 2019 On the trade front  the United States said that China have agreed to increase import of commodities in 2020 and 2021 by almost  200 billion  which includes nearl...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
240,AAPL,26-12-2019,news,Stocks making the biggest moves midday  Amazon  Apple  Marathon Oil   more,Check out the companies making headlines in midday trading Amazon   Shares of Amazon jumped 4 5   leading the gains in the S P 500  after the e commerce giant said it has just had its best holiday shopping season ever  Amazon said in a statement that  billions  of items were ordered worldwide and  tens of millions  Amazon devices were purchased Apple   Shares of the tech giant gained 2  as the Nasdaq topped 9 000 for the first time  The S P also hit a new all time high  fueled by optimism over a U S  China trade deal  Stocks are continuing their end of year strength in what is often called a  Santa Claus rally   Facebook  Amazon and Alphabet were among the other FAANG stocks moving higher on Thursday Marathon Oil   Shares of the exploration and production company gained 0 5  as oil prices hit a 3 month high  Apache  Occidental  ConocoPhillips and Diamondback were among the other energy names up more than 1  as trade hopes and a drawdown in U S  inventories fueled oil s gain Immunomedics   Shares of Immunom...,71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
241,AAPL,26-12-2019,news,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 37 ,"Investing com   U S  stocks were higher after the close on Thursday  as gains in the Consumer Services  Technology and Financials sectors led shares higher 
At the close in NYSE  the Dow Jones Industrial Average gained 0 37  to hit a new all time high  while the S P 500 index gained 0 51   and the NASDAQ Composite index added 0 78  
The best performers of the session on the Dow Jones Industrial Average were Apple Inc  NASDAQ AAPL   which rose 1 98  or 5 64 points to trade at 289 91 at the close  Meanwhile  JPMorgan Chase   Co  NYSE JPM  added 1 06  or 1 46 points to end at 139 04 and Walgreens Boots Alliance Inc  NASDAQ WBA  was up 0 94  or 0 55 points to 58 90 in late trade 
The worst performers of the session were  Boeing Co   NYSE BA   which fell 0 92  or 3 08 points to trade at 329 92 at the close  Merck   Company Inc  NYSE MRK  declined 0 11  or 0 10 points to end at 91 34 and Johnson   Johnson  NYSE JNJ  was down 0 07  or 0 10 points to 145 83 
The top performers on the S P 500 were Amazon com Inc  N...",71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
242,AAPL,26-12-2019,news,Japan Display talking to Apple and Sharp for factory sale,"Investing com     Japan Display Inc    T 6740  is in talks with Apple Inc  NASDAQ AAPL  and Sharp Corp to sell its main smartphone screen factory for  730 million to  820 million 
According to the Nikkei business daily  the Japanese company is cash strapped and a  customer   which is believed to be Apple  NASDAQ AAPL   would provide financial support of  200 billion 
Japan Display built the factory for  1 5 billion four years ago and reportedly owns Apple  NASDAQ AAPL  over  800 million 
Sharp said it had received a request from a client to consider buying Japan Display s Hakusan plant 
 We are carefully considering it  reviewing the impact that any purchase would have on our earnings  and whether and how much risk it would entail   Sharp confirmed in a statement 
On Friday morning  share prices of Japan Display rose 2 74  ",71.205002,72.495003,71.175003,72.477501,71.12236,93121200,1
243,AAPL,23-12-2019,opinion,Stocks To Continue Their Record Gains This Christmas,Stocks are expected to extend their record gains this Christmas Eve 2019  in a half day session ahead of tomorrow s market closed in observance of Christmas Day  Futures are up yet again on positive sentiment  as well as a lack of economic or company news events that might temper outlooks As it happens  and now at new all time record highs in the three major U S  stock markets  we are exactly one year from the nadir of near term market performance  the disaster of the 653 point drop on the Dow in last year s half day session  Another interest rate increase from the Fed joined accumulating consternation about the escalating trade war with China to create a real Christmas  wall of worry   That wall has by now not only been scaled  it s largely disappeared We not only prepare to say goodbye to calendar year 2019  but the era of the  20 Teens  themselves  We ve seen lots of changes in technology  especially in how it affects our entertainment choices   from 4G technology allowing us to watch movies on our phon...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
244,AAPL,23-12-2019,opinion,3 Blue Chip Tech Stocks To Buy For 2020,"U S  stocks jumped Monday  driven by giants such as Boeing   NYSE BA   and Tesla  NASDAQ TSLA    NASDAQ TLSA    The climb came after all three major U S  indexes hit new highs Friday as Wall Street continues to react positively to the tentative phase one trade deal between the U S  and China  The Dow  S P 500  and Nasdaq all slipped slightly to start Christmas Eve but remain right near their all time highs heading into the holidays 
Both the U S  and China have posted some better than expected economic indicators recently  Plus  corporate earnings growth is expected to return in 2020 and the Fed is poised to keep interest rates low  as U S  unemployment rests at historic lows  also read    
Overall  the U S  economy is expected to expand again in 2020  but uncertainty always remains  Therefore  investors should think about adding some mega cap stocks poised to grow as part of longer term trends    
With this in mind  we found three blue chip technology stocks  with the help of our   that investors might wa...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
245,AAPL,23-12-2019,opinion,3 Popular Stocks That Delivered Big Surprises In 2019,"After the 2018 Christmas Eve collapse of U S  equity markets  2019 was a year that proved many forecasters wrong  The economy remained strong  markets soared and stocks continued their decade long expansion 
This happened despite multiple warnings from analysts of impending recession after the yield curve inverted over the summer  producing one of the biggest signals that growth was about to turn negative  
Below  we put together a list of three popular stocks which showed strength despite a variety of odds their businesses faced in 2019  Their performances this year also show the willingness of investors to take risks in an environment when return on other asset classes remained low and the central bank stands ready to cut interest rates if the economy wavers 
1  Tesla
Tesla s  NASDAQ TSLA  stock finally broke its bearish spell in October after many missteps by its founder and CEO Elon Musk  The electric car maker s shares climbed to a record high on Friday  closing at  405 59  They ve surged more than 55...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
246,AAPL,23-12-2019,opinion,Dollar Risks  Impeachment  Data  North Korea,"Daily FX Market Roundup 12 23 19
By Kathy Lien  Managing Director of FX Strategy for BK Asset Management
First  I d like to wish all of our readers a very happy holiday  It has been a genuine pleasure writing for you this year and I hope that you ve enjoyed my commentary  We ve got some exciting announcements in the coming year so please look out for our emails 
It should be no surprise that trading was quiet on Monday  which was the last full day for the markets before the Christmas holidays  For anyone who hasn t taken the next 2 weeks off  it s half day for most traders on Tuesday with all markets closed on Wednesday  Although U S  markets reopen on Thursday  many European and Asian markets remain closed for Boxing Day  Less participation means less liquidity  which generally leads to tighter trading ranges but it can also provide the perfect backdrop for violent breakouts  That was the case in 2019 when USD JPY dropped 4  in a matter of minutes on Thursday January 3  Part of the move was attributed to ...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
247,AAPL,23-12-2019,opinion,Here s Why You Can t Afford To Overlook Qorvo  QRVO  In 2020,Qorvo s   NASDAQ QRVO   stock has returned 92 5  year to date  outperforming the  s and the  s rally of 80 8  and 34 5   respectively  In the same time frame  the stock has also fared better than the S P 500 index s growth of 29 9  The scintillating performance can primarily be attributed to robust mobile growth in China  primarily backed by 5G   and improved progress in Infrastructure and Defense  IDP  segment Further  Qorvo is well poised to gain from solid demand of its performance tier for radio frequency  RF  Fusion based solutions and antenna tuning  discrete components and Bulk Acoustic Wave  BAW  based multiplexers Year to date Price PerformancePositive Earnings Estimate RevisionQorvo has an impressive earnings surprise history  The company outpaced the Zacks Consensus Estimate in the trailing four quarters by 14 77   on average Moreover  over the last 60 days  fiscal 2020 estimates were revised  driving the Zacks Consensus Estimate by 11 8   to  5 69 per share Further  the company has a long term ...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
248,AAPL,23-12-2019,opinion,Zimmer Biomet Hits New 52 Week High  What s Driving It ,"Shares of Zimmer Biomet Holdings  Inc    NYSE ZBH   reached a new 52 week high of  151 29 on Dec 23  closing the session marginally lower at  151 24  The stock has rallied 7 8  since its third quarter earnings announcement on Nov 5 The company s strong third quarter earnings results  backed by robust segmental and global revenue growth  prompted the rally Let us delve deeper Q3 PerformanceThe company exited the third quarter on a strong note  with better than expected earnings and revenue numbers  It witnessed year over year improvements in revenues in the majority of its segments as well as across Europe  Middle East and Africa  EMEA  and the Asia Pacific 
 Zimmer Biomet is upbeat about continuing the recent trend in the EMEA and the Asia Pacific on product launches and strong customer adoptions  The company expects the trend to continue in the upcoming quarters as well Despite a rise in the cost of products sold  the company registered gross margin improvement on solid top line performance  This also buo...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
249,AAPL,23-12-2019,opinion,DISH Network Adds Google Nest Hello To Hopper And Wally,DISH Network Corp   NASDAQ DISH   recently introduced Alphabet s   NASDAQ GOOGL   Google Nest Hello doorbell to its Hopper and Wally receivers The new update allows customers to pair their Google Nest Account with DISH Hopper or Wally and receive notifications  including an image  directly on their TVs when their Nest Hello is pressed Notably  DISH is the first Pay TV provider to integrate a Google Nest Device into its ecosystem  Moreover  Nest Hello is only the first in a series of Google Nest integrations on DISH s platforms  DISH Network Corporation Price and Consensus   New Integration to Strengthen Platform ValueThe integration of Google Nest Hello is in line with DISH s focus on bringing voice control features to its platforms to improve their value and provide greater satisfaction to its customers Notably  the company has already rolled out a software update on Hopper that allows customers to access Google Assistant via DISH voice remote  It also launched a Google branded voice remote to complement ...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
250,AAPL,23-12-2019,opinion,Comcast Partners With Lionsgate To Strengthen Content Lineup,Comcast   NASDAQ CMCSA   recently announced that it has entered into a long term agreement with Lionsgate Films  Per the new deal  Lionsgate owned Starz network channels  which include STARZ premium channel as well as STARZ Encore channels  will continue to be available on Comcast NBCUniversal s Xfinity TV platform with expanded distribution on the Comcast Flex platform The deal also allows NBCUniversal to license content from Lionsgate for Peacock  its upcoming streaming service set to be launched in April 2020 Conversely  NBCUniversal will license content to Starz to be featured in the United States and on its international streaming service  STARZPLAY      Comcast Corporation Price and Consensus   Portfolio Strength to Aid Subscriber GrowthThis partnership is in line with Comcast s focus on providing its customers with superior content offerings  The move is expected to aid the company in acquiring new video subscribers and retain its existing ones Notably  the company lost 224K video customers in third...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
251,AAPL,23-12-2019,opinion,Happy Holidays From The Zacks com Team ,Tuesday  December 24  2019Stocks are expected to extend their record gains this Christmas Eve 2019  in a half day session ahead of tomorrow s market closed in observance of Christmas Day  Futures are up yet again on positive sentiment  as well as a lack of economic or company news events that might temper outlooks As it happens  and now at new all time record highs in the three major U S  stock markets  we are exactly one year from the nadir of near term market performance  the disaster of the 653 point drop on the Dow in last year s half day session  Another interest rate increase from the Fed joined accumulating consternation about the escalating trade war with China to create a real Christmas  wall of worry   That wall has by now not only been scaled  it s largely disappeared We not only prepare to say goodbye to calendar year 2019  but the era of the  20 Teens  themselves  We ve seen lots of changes in technology  especially in how it affects our entertainment choices   from 4G technology allowing us t...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
252,AAPL,23-12-2019,opinion,Nationalism Vs  Globalism  Technology Overrules Politics," 1 00    Why Technology is Unstoppable and Changes Everything 8 15    What s Driving the Trends Toward Nationalism  15 00    Generational Drivers of Globalization vs  Populist Movements 21 35    Bull Market Going Higher  What Stops It  32 00    Nationalism Stops Globalization  Proving Earth Not So Flat 38 25    Software Eats FedEx  NYSE FDX  While Semis Soar To New HighsWelcome back to Mind Over Money  I m Kevin Cook  your field guide and story teller for the fascinating arena of behavioral economics 
Today s special guest on the show is economist John Blank  who recently gave Zacks portfolio managers a presentation on the rise of nationalism around the globe and its impact on trade and economic growth  We discuss the trends from several angles  not least of which is my favorite saying  technology changes everything  
In fact  I ve devoted several episodes to this one theme in particular  how technology changes the world and human behavior  but not human nature 
Whether it s the impact of smartphones or ou...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
253,AAPL,23-12-2019,news,Better Buy  Apple vs  IBM,"Apple is a dominant consumer tech company with an outstanding brand  Its smartphones are both ubiquitous and expensive  IBM also has a strong brand among its enterprise clients  Big Blue has been losing market share to cloud services companies  Hoping to reverse course  IBM recently spent  34 billion acquiring software company Red Hat earlier this year 
Which of these two stocks will be a stronger investment going forward  Let s judge them on the basis of seven criteria  giving each category equal weight 

1  Stock appreciation
Apple wins this one in a rout  

Data source  Yahoo  Finance 
Stocks that have performed well over the long term are likely to continue to perform well  absent disruptions to their business  Stocks that have performed poorly over the long term are likely to continue to perform poorly  There are  of course  exceptions to this rule  particularly in the short term   But long term investors like to see long term success 
Winner  Apple 
2  Market opportunities
It s helpful to think about...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
254,AAPL,23-12-2019,news,Hacker Who Targeted 300 Million iPhones Admits to Blackmailing Apple,Karem Albayrak  a self proclaimed hacker who somehow got access to 300 million iPhones  pleaded guilty to blackmailing Apple 150 Iphone Accounts Deleted Per MinuteBack in March 2017  The Hacker News and many other news media published reports of a hacker threatening to remotely wipe 300 million iPhones  unless Apple pays the ransom  The hacker claimed that he had access to 200 million iCloud accounts in one email  but in others  he claimed to have access to 300 million Apple email accounts  The number even increased to 559 million in one case The hacker s story was full of inconsistencies  but eventually  the authorities managed to track him down and identify him as Kerem Albayrak  Now  Albayrak admitted to his crimes and has pleaded guilty to the charges of blackmailing Apple Recent reports claim that he admitted to being a part of a hacking group known as Turkish Crime Family  and that he threatened to wipe out accounts of millions of Apple users After his hearing at London s Southwark Crown Court  Albay...,70.1325,71.0625,70.092499,71,69.672501,98572000,1
255,AAPL,23-12-2019,news,Apple iPhone demand will soar in 2020 with launch of 5G  say Wedbush analysts,"Demand for the Apple Inc  

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   1 41 

                            
                                  
      
      
      
      
      
      
      
                                         iPhone is poised to skyrocket thanks to new 5G devices  according to Wedbush analysts  who raised their price target to  350 from  325 and maintained their outperform stock rating in a Monday note  Apple faced a number of challenges at the start of 2019  including smartphone competition  diminished demand in China and a lack of 5G innovation  Now  China is in better shape  Apple has settled its lawsuit with Qualcomm and brought the iPhone 11 to market   We believe iPhone 11 is just the front end of this current  supercycle  for Cupertino with a slate of 5G smartphones set to be unv...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
256,AAPL,23-12-2019,news,Apple iPhone demand will soar in 2020 with launch of 5G  Wedbush analysts,"Demand for the Apple Inc  

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL   1 45 

                            
                                  
      
      
      
      
      
      
      
                                         iPhone is poised to skyrocket thanks to new 5G devices  according to Wedbush analysts  who raised their price target to  350 from  325 and maintained their outperform stock rating in a Monday note  Apple faced a number of challenges at the start of 2019  including smartphone competition  diminished demand in China and a lack of 5G innovation  Now  China is in better shape  Apple has settled its lawsuit with Qualcomm and brought the iPhone 11 to market   We believe iPhone 11 is just the front end of this current  supercycle  for Cupertino with a slate of 5G smartphones set to be unv...",70.1325,71.0625,70.092499,71,69.672501,98572000,1
